session_id,date,month,device,load_time_s,hour,is_weekend,is_new_user,price_range,n_pages_viewed,has_coupon,cart_value,utm_source,exited_at,exit_reason,converted,order_value
7156,2024-03-05,2024-03,mobile,1.62,6,0,0,budget,3,1,431.28,paid,landing,unclear_nav,0,0.0
7157,2024-01-22,2024-01,tablet,5.77,12,0,0,budget,12,1,1027.52,paid,landing,no_relevant_product,0,0.0
7158,2024-05-29,2024-05,desktop,2.36,23,0,0,premium,17,0,1437.86,email,landing,no_relevant_product,0,0.0
7159,2024-04-23,2024-04,mobile,2.87,7,0,1,mid,7,0,826.96,social,product_detail,high_shipping,0,0.0
7160,2024-03-18,2024-03,mobile,2.38,19,0,0,budget,8,0,132.21,organic,order_confirmed,,1,132.21
7161,2024-02-27,2024-02,desktop,1.93,6,0,1,mid,10,1,1053.61,organic,order_confirmed,,1,1053.61
7162,2024-01-15,2024-01,desktop,1.08,15,0,0,mid,7,0,435.58,organic,landing,no_relevant_product,0,0.0
7163,2024-05-26,2024-05,tablet,3.2,22,1,0,budget,5,1,654.56,organic,order_confirmed,,1,654.56
7164,2024-06-08,2024-06,desktop,3.85,12,1,0,budget,1,1,1352.9,organic,checkout,payment_error,0,0.0
7165,2024-02-10,2024-02,desktop,2.16,2,1,1,premium,10,0,1374.04,organic,landing,unclear_nav,0,0.0
7166,2024-04-09,2024-04,mobile,0.92,13,0,1,premium,18,0,833.1,paid,product_detail,high_shipping,0,0.0
7167,2024-06-02,2024-06,mobile,4.09,14,1,1,budget,3,0,634.47,organic,landing,slow_load,0,0.0
7168,2024-02-25,2024-02,mobile,3.16,22,1,0,mid,15,0,125.05,social,payment,,0,0.0
7169,2024-04-22,2024-04,mobile,1.96,8,0,0,mid,8,0,77.66,email,product_detail,forced_login,0,0.0
7170,2024-02-07,2024-02,mobile,0.97,8,0,0,budget,2,1,273.61,organic,landing,unclear_nav,0,0.0
7171,2024-06-12,2024-06,mobile,0.97,21,0,0,budget,12,1,674.13,email,product_detail,high_shipping,0,0.0
7172,2024-03-24,2024-03,tablet,1.16,21,1,0,budget,17,0,1058.4,paid,landing,slow_load,0,0.0
7173,2024-01-04,2024-01,mobile,4.17,11,0,1,budget,10,0,805.78,paid,landing,slow_load,0,0.0
7174,2024-03-27,2024-03,desktop,3.95,14,0,1,mid,19,0,677.19,organic,order_confirmed,,1,677.19
7175,2024-04-13,2024-04,tablet,6.44,6,1,0,mid,17,1,417.43,organic,payment,,0,0.0
7176,2024-06-18,2024-06,mobile,1.9,23,0,1,mid,12,0,560.53,paid,add_to_cart,complex_form,0,0.0
7177,2024-05-08,2024-05,desktop,2.13,13,0,1,mid,7,0,772.23,social,landing,no_relevant_product,0,0.0
7178,2024-05-20,2024-05,mobile,2.57,18,0,1,budget,1,0,257.6,organic,add_to_cart,complex_form,0,0.0
7179,2024-02-22,2024-02,desktop,3.66,22,0,1,budget,14,0,194.88,organic,product_detail,price_comparison,0,0.0
7180,2024-04-17,2024-04,mobile,1.52,12,0,0,premium,15,0,722.97,organic,browse,poor_images,0,0.0
7181,2024-05-06,2024-05,mobile,1.95,20,0,1,budget,4,1,95.04,organic,add_to_cart,complex_form,0,0.0
7182,2024-04-09,2024-04,desktop,2.47,15,0,0,budget,4,0,807.39,social,landing,unclear_nav,0,0.0
7183,2024-02-13,2024-02,desktop,0.76,1,0,1,mid,5,0,1016.52,organic,browse,high_price,0,0.0
7184,2024-03-28,2024-03,desktop,2.34,13,0,0,budget,16,1,280.13,direct,landing,no_relevant_product,0,0.0
7185,2024-02-01,2024-02,mobile,5.85,7,0,1,mid,8,0,341.29,email,payment,,0,0.0
7186,2024-03-30,2024-03,desktop,2.0,6,1,1,premium,19,0,403.65,organic,landing,slow_load,0,0.0
7187,2024-02-03,2024-02,mobile,2.34,18,1,1,mid,14,0,1256.03,email,landing,slow_load,0,0.0
7188,2024-02-28,2024-02,mobile,3.55,10,0,1,budget,8,0,986.97,organic,landing,no_relevant_product,0,0.0
7189,2024-05-10,2024-05,desktop,2.28,15,0,0,mid,8,1,910.23,social,landing,unclear_nav,0,0.0
7190,2024-05-03,2024-05,desktop,2.81,1,0,1,budget,6,1,932.96,paid,browse,out_of_stock,0,0.0
7191,2024-03-02,2024-03,mobile,2.75,1,1,1,mid,18,0,562.53,paid,browse,poor_images,0,0.0
7192,2024-01-04,2024-01,mobile,3.2,14,0,1,mid,9,0,337.78,email,product_detail,forced_login,0,0.0
7193,2024-03-03,2024-03,mobile,0.83,8,1,1,mid,18,0,548.37,direct,landing,no_relevant_product,0,0.0
7194,2024-03-09,2024-03,desktop,0.92,6,1,1,budget,11,0,721.63,organic,landing,no_relevant_product,0,0.0
7195,2024-03-22,2024-03,tablet,2.7,18,0,0,premium,13,1,720.64,email,landing,unclear_nav,0,0.0
7196,2024-02-08,2024-02,mobile,2.41,12,0,1,mid,3,1,274.58,organic,landing,unclear_nav,0,0.0
7197,2024-04-22,2024-04,mobile,3.22,21,0,1,mid,17,0,645.62,social,product_detail,price_comparison,0,0.0
7198,2024-02-17,2024-02,desktop,2.27,13,1,1,mid,4,0,214.42,organic,browse,no_reviews,0,0.0
7199,2024-05-29,2024-05,mobile,1.04,20,0,0,budget,11,0,600.47,paid,browse,no_reviews,0,0.0
7200,2024-01-16,2024-01,desktop,1.12,16,0,1,premium,9,0,607.28,social,add_to_cart,complex_form,0,0.0
7201,2024-03-09,2024-03,desktop,2.82,11,1,0,budget,11,0,3068.05,direct,browse,no_reviews,0,0.0
7202,2024-06-23,2024-06,mobile,3.52,21,1,1,budget,9,0,1512.32,direct,checkout,payment_method_missing,0,0.0
7203,2024-04-12,2024-04,mobile,5.78,18,0,1,mid,1,0,645.59,social,browse,no_reviews,0,0.0
7204,2024-04-17,2024-04,tablet,1.36,22,0,1,budget,3,0,578.6,social,checkout,payment_error,0,0.0
7205,2024-01-29,2024-01,mobile,1.06,11,0,0,budget,9,0,421.97,paid,landing,unclear_nav,0,0.0
7206,2024-05-05,2024-05,mobile,4.25,0,1,1,budget,8,0,648.77,direct,browse,no_reviews,0,0.0
7207,2024-04-24,2024-04,desktop,2.46,14,0,1,budget,7,0,784.32,email,payment,,0,0.0
7208,2024-02-13,2024-02,mobile,4.61,7,0,1,budget,6,0,421.82,social,browse,poor_images,0,0.0
7209,2024-02-20,2024-02,tablet,2.43,17,0,0,mid,18,0,1610.79,email,product_detail,high_shipping,0,0.0
7210,2024-04-14,2024-04,mobile,1.6,19,1,0,budget,10,0,2380.28,organic,browse,out_of_stock,0,0.0
7211,2024-03-21,2024-03,mobile,3.31,20,0,1,mid,6,1,218.52,social,landing,no_relevant_product,0,0.0
7212,2024-06-02,2024-06,mobile,1.16,11,1,1,budget,14,1,518.29,paid,order_confirmed,,1,518.29
7213,2024-06-26,2024-06,desktop,1.69,5,0,1,mid,10,0,2806.72,organic,add_to_cart,no_guest_checkout,0,0.0
7214,2024-02-11,2024-02,mobile,3.86,3,1,1,mid,9,0,94.06,paid,browse,no_reviews,0,0.0
7215,2024-02-23,2024-02,desktop,1.13,3,0,1,budget,7,1,295.72,paid,payment,,0,0.0
7216,2024-01-14,2024-01,mobile,2.76,9,1,0,premium,2,0,1369.9,organic,landing,no_relevant_product,0,0.0
7217,2024-06-03,2024-06,mobile,3.09,0,0,0,budget,8,1,684.52,social,product_detail,high_shipping,0,0.0
7218,2024-04-05,2024-04,desktop,1.17,11,0,0,premium,1,0,565.37,paid,add_to_cart,unexpected_cost,0,0.0
7219,2024-06-21,2024-06,mobile,2.09,23,0,1,mid,1,0,656.95,paid,product_detail,price_comparison,0,0.0
7220,2024-02-09,2024-02,mobile,1.46,22,0,0,premium,17,1,897.06,social,product_detail,high_shipping,0,0.0
7221,2024-02-23,2024-02,mobile,1.1,23,0,0,mid,11,0,440.52,paid,landing,slow_load,0,0.0
7222,2024-02-19,2024-02,mobile,1.11,6,0,0,budget,9,1,621.36,organic,add_to_cart,unexpected_cost,0,0.0
7223,2024-02-12,2024-02,desktop,6.64,7,0,1,budget,14,1,315.01,direct,checkout,payment_method_missing,0,0.0
7224,2024-01-09,2024-01,desktop,5.85,18,0,1,mid,8,1,945.59,email,add_to_cart,unexpected_cost,0,0.0
7225,2024-01-02,2024-01,mobile,1.5,18,0,0,premium,7,0,753.38,organic,landing,slow_load,0,0.0
7226,2024-01-25,2024-01,desktop,3.52,22,0,1,mid,6,0,894.96,organic,browse,poor_images,0,0.0
7227,2024-02-25,2024-02,desktop,1.01,21,1,1,budget,7,0,543.24,organic,landing,slow_load,0,0.0
7228,2024-03-28,2024-03,tablet,1.27,2,0,0,budget,1,0,1206.59,organic,landing,unclear_nav,0,0.0
7229,2024-03-14,2024-03,mobile,6.49,5,0,0,budget,9,0,166.85,social,product_detail,price_comparison,0,0.0
7230,2024-05-12,2024-05,mobile,2.8,20,1,1,premium,5,1,2023.13,direct,landing,slow_load,0,0.0
7231,2024-03-24,2024-03,mobile,1.64,17,1,1,mid,5,0,319.95,organic,landing,unclear_nav,0,0.0
7232,2024-06-11,2024-06,tablet,2.51,10,0,1,mid,15,0,774.5,paid,payment,,0,0.0
7233,2024-01-29,2024-01,mobile,3.27,4,0,1,budget,2,1,636.07,paid,browse,poor_images,0,0.0
7234,2024-06-23,2024-06,tablet,1.43,5,1,1,budget,1,0,1227.23,organic,landing,unclear_nav,0,0.0
7235,2024-05-09,2024-05,desktop,2.45,5,0,1,budget,18,0,2766.2,organic,product_detail,forced_login,0,0.0
7236,2024-04-22,2024-04,desktop,3.59,14,0,1,budget,9,0,863.88,email,browse,high_price,0,0.0
7237,2024-03-04,2024-03,desktop,2.06,3,0,0,mid,13,0,282.32,organic,browse,no_reviews,0,0.0
7238,2024-05-22,2024-05,mobile,2.31,17,0,1,budget,14,1,360.6,paid,landing,unclear_nav,0,0.0
7239,2024-03-20,2024-03,mobile,3.2,12,0,0,budget,17,0,229.35,organic,landing,slow_load,0,0.0
7240,2024-02-26,2024-02,desktop,4.95,20,0,1,mid,10,0,1150.44,email,product_detail,high_shipping,0,0.0
7241,2024-06-14,2024-06,mobile,2.03,17,0,0,mid,18,0,205.59,organic,browse,high_price,0,0.0
7242,2024-04-11,2024-04,mobile,1.49,20,0,0,premium,2,1,2254.84,organic,payment,,0,0.0
7243,2024-03-01,2024-03,desktop,5.43,14,0,0,budget,8,1,256.15,organic,add_to_cart,unexpected_cost,0,0.0
7244,2024-04-22,2024-04,mobile,2.44,7,0,1,mid,8,0,365.32,organic,add_to_cart,unexpected_cost,0,0.0
7245,2024-06-04,2024-06,mobile,2.01,15,0,1,mid,10,0,398.21,social,product_detail,high_shipping,0,0.0
7246,2024-05-04,2024-05,desktop,1.57,14,1,1,mid,8,0,294.31,direct,browse,no_reviews,0,0.0
7247,2024-02-21,2024-02,mobile,1.23,11,0,0,mid,17,0,1128.34,paid,add_to_cart,unexpected_cost,0,0.0
7248,2024-03-10,2024-03,desktop,1.27,6,1,1,mid,1,0,439.0,organic,browse,out_of_stock,0,0.0
7249,2024-06-01,2024-06,desktop,1.33,6,1,1,premium,5,0,752.21,direct,payment,,0,0.0
7250,2024-04-19,2024-04,mobile,2.19,17,0,1,budget,6,1,226.92,organic,product_detail,forced_login,0,0.0
7251,2024-06-14,2024-06,mobile,1.24,10,0,1,budget,1,0,744.14,social,landing,unclear_nav,0,0.0
7252,2024-03-07,2024-03,desktop,1.1,19,0,1,mid,17,0,527.29,direct,add_to_cart,unexpected_cost,0,0.0
7253,2024-03-11,2024-03,desktop,2.66,11,0,1,mid,17,0,540.97,social,landing,no_relevant_product,0,0.0
7254,2024-01-14,2024-01,mobile,7.87,8,1,1,budget,16,0,50.27,social,add_to_cart,complex_form,0,0.0
7255,2024-06-10,2024-06,mobile,1.98,22,0,1,mid,19,0,1162.36,organic,landing,unclear_nav,0,0.0
7256,2024-04-17,2024-04,desktop,2.09,6,0,1,budget,5,0,2134.2,organic,browse,no_reviews,0,0.0
7257,2024-01-02,2024-01,mobile,1.55,23,0,0,budget,2,0,766.86,paid,add_to_cart,unexpected_cost,0,0.0
7258,2024-04-02,2024-04,mobile,3.83,12,0,1,mid,4,1,121.21,direct,browse,out_of_stock,0,0.0
7259,2024-02-10,2024-02,mobile,3.29,13,1,0,mid,17,0,694.46,paid,browse,high_price,0,0.0
7260,2024-06-11,2024-06,desktop,1.6,22,0,1,budget,3,0,463.12,organic,product_detail,forced_login,0,0.0
7261,2024-05-18,2024-05,mobile,1.35,2,1,0,budget,13,0,516.37,direct,landing,unclear_nav,0,0.0
7262,2024-01-05,2024-01,desktop,2.52,7,0,0,budget,14,0,693.72,social,landing,unclear_nav,0,0.0
7263,2024-06-25,2024-06,desktop,3.28,1,0,0,premium,10,1,1888.83,social,landing,unclear_nav,0,0.0
7264,2024-02-10,2024-02,mobile,2.51,21,1,0,mid,18,0,550.98,organic,landing,slow_load,0,0.0
7265,2024-05-30,2024-05,mobile,1.21,18,0,1,premium,11,1,4192.21,email,checkout,otp_friction,0,0.0
7266,2024-04-01,2024-04,desktop,4.06,19,0,0,premium,15,0,856.89,paid,landing,no_relevant_product,0,0.0
7267,2024-06-29,2024-06,mobile,4.25,4,1,0,budget,13,0,753.46,social,add_to_cart,no_guest_checkout,0,0.0
7268,2024-03-17,2024-03,mobile,6.59,11,1,0,budget,5,1,498.24,paid,landing,no_relevant_product,0,0.0
7269,2024-01-28,2024-01,mobile,2.08,14,1,1,budget,11,0,1869.53,organic,product_detail,forced_login,0,0.0
7270,2024-05-08,2024-05,desktop,2.7,7,0,0,budget,4,0,223.76,organic,checkout,payment_method_missing,0,0.0
7271,2024-03-20,2024-03,tablet,1.01,20,0,1,budget,6,0,339.54,paid,landing,slow_load,0,0.0
7272,2024-04-01,2024-04,desktop,2.61,5,0,1,budget,10,0,309.34,social,add_to_cart,no_guest_checkout,0,0.0
7273,2024-06-13,2024-06,desktop,0.86,12,0,1,mid,18,1,1162.78,paid,product_detail,forced_login,0,0.0
7274,2024-03-17,2024-03,desktop,1.23,16,1,0,mid,13,0,688.96,paid,landing,slow_load,0,0.0
7275,2024-01-13,2024-01,desktop,3.53,8,1,1,mid,2,0,937.61,paid,add_to_cart,no_guest_checkout,0,0.0
7276,2024-06-26,2024-06,mobile,1.28,1,0,0,mid,8,1,357.47,direct,add_to_cart,complex_form,0,0.0
7277,2024-02-15,2024-02,tablet,3.93,14,0,1,premium,11,0,650.62,direct,browse,high_price,0,0.0
7278,2024-03-07,2024-03,mobile,2.37,12,0,1,budget,14,0,584.68,organic,landing,no_relevant_product,0,0.0
7279,2024-01-30,2024-01,mobile,2.15,1,0,0,mid,17,0,960.9,paid,add_to_cart,complex_form,0,0.0
7280,2024-02-26,2024-02,mobile,2.99,2,0,1,budget,19,0,172.68,paid,browse,out_of_stock,0,0.0
7281,2024-05-02,2024-05,mobile,0.55,22,0,1,budget,4,0,974.32,paid,browse,high_price,0,0.0
7282,2024-03-04,2024-03,desktop,1.3,3,0,0,mid,4,0,108.12,organic,landing,unclear_nav,0,0.0
7283,2024-01-16,2024-01,mobile,2.71,13,0,0,mid,17,0,1095.72,paid,landing,no_relevant_product,0,0.0
7284,2024-04-21,2024-04,mobile,1.94,0,1,0,mid,4,1,879.11,email,order_confirmed,,1,879.11
7285,2024-03-23,2024-03,mobile,2.89,7,1,0,mid,13,0,226.27,email,checkout,payment_error,0,0.0
7286,2024-01-25,2024-01,desktop,2.43,13,0,1,mid,6,0,2160.32,organic,browse,poor_images,0,0.0
7287,2024-06-25,2024-06,mobile,2.32,7,0,0,mid,14,0,180.68,organic,checkout,payment_error,0,0.0
7288,2024-03-21,2024-03,mobile,3.63,20,0,0,mid,4,1,3345.07,paid,order_confirmed,,1,3345.07
7289,2024-03-14,2024-03,mobile,3.09,19,0,0,premium,12,0,497.23,email,product_detail,price_comparison,0,0.0
7290,2024-03-03,2024-03,desktop,2.52,6,1,0,premium,11,0,390.71,paid,order_confirmed,,1,390.71
7291,2024-01-18,2024-01,mobile,1.73,6,0,1,mid,2,1,579.53,social,add_to_cart,unexpected_cost,0,0.0
7292,2024-03-01,2024-03,desktop,3.47,8,0,1,budget,2,1,157.0,organic,add_to_cart,complex_form,0,0.0
7293,2024-03-04,2024-03,desktop,3.21,7,0,1,budget,18,0,785.79,organic,product_detail,forced_login,0,0.0
7294,2024-04-21,2024-04,mobile,1.86,9,1,0,mid,10,0,112.8,social,browse,poor_images,0,0.0
7295,2024-01-19,2024-01,desktop,1.57,22,0,1,mid,13,0,204.55,social,landing,no_relevant_product,0,0.0
7296,2024-06-25,2024-06,desktop,3.55,23,0,1,mid,3,0,300.39,direct,order_confirmed,,1,300.39
7297,2024-06-04,2024-06,mobile,2.13,6,0,0,premium,5,1,750.25,paid,landing,slow_load,0,0.0
7298,2024-05-28,2024-05,mobile,2.01,1,0,0,budget,13,1,710.16,social,browse,no_reviews,0,0.0
7299,2024-04-26,2024-04,desktop,1.64,11,0,1,budget,1,0,686.85,social,browse,out_of_stock,0,0.0
7300,2024-06-04,2024-06,desktop,2.98,4,0,0,mid,8,0,719.32,organic,order_confirmed,,1,719.32
7301,2024-03-14,2024-03,mobile,13.5,2,0,1,mid,12,1,3347.58,social,landing,no_relevant_product,0,0.0
7302,2024-01-09,2024-01,mobile,1.95,12,0,1,mid,10,1,1438.75,paid,order_confirmed,,1,1438.75
7303,2024-03-21,2024-03,desktop,4.36,12,0,1,budget,9,0,3193.73,direct,add_to_cart,no_guest_checkout,0,0.0
7304,2024-03-11,2024-03,desktop,1.45,10,0,1,mid,3,0,603.18,paid,browse,high_price,0,0.0
7305,2024-03-27,2024-03,mobile,1.66,14,0,0,premium,18,0,269.39,organic,browse,high_price,0,0.0
7306,2024-05-05,2024-05,desktop,2.23,13,1,0,mid,4,1,619.25,email,landing,unclear_nav,0,0.0
7307,2024-03-04,2024-03,tablet,3.69,8,0,1,premium,3,0,1945.3,organic,landing,slow_load,0,0.0
7308,2024-04-01,2024-04,desktop,1.97,15,0,1,mid,10,0,132.02,paid,landing,slow_load,0,0.0
7309,2024-06-09,2024-06,mobile,2.87,18,1,1,premium,7,0,658.2,social,landing,unclear_nav,0,0.0
7310,2024-05-13,2024-05,mobile,1.58,1,0,1,budget,4,0,1423.99,social,landing,slow_load,0,0.0
7311,2024-03-01,2024-03,mobile,5.24,16,0,0,mid,16,0,184.93,email,browse,out_of_stock,0,0.0
7312,2024-03-03,2024-03,mobile,2.26,21,1,0,budget,13,0,1659.11,paid,browse,out_of_stock,0,0.0
7313,2024-01-23,2024-01,mobile,2.44,17,0,1,mid,16,0,809.61,social,add_to_cart,complex_form,0,0.0
7314,2024-03-19,2024-03,desktop,2.41,0,0,1,mid,15,0,632.45,paid,landing,slow_load,0,0.0
7315,2024-01-13,2024-01,desktop,3.3,19,1,0,budget,7,1,252.11,social,order_confirmed,,1,252.11
7316,2024-04-05,2024-04,mobile,1.67,12,0,1,budget,10,0,1220.85,email,landing,slow_load,0,0.0
7317,2024-03-22,2024-03,desktop,1.33,19,0,0,mid,18,0,258.5,email,landing,no_relevant_product,0,0.0
7318,2024-03-30,2024-03,mobile,1.51,20,1,1,budget,10,0,365.68,paid,browse,poor_images,0,0.0
7319,2024-01-30,2024-01,tablet,6.69,13,0,1,budget,15,0,914.81,paid,browse,out_of_stock,0,0.0
7320,2024-05-30,2024-05,mobile,5.62,13,0,1,budget,17,0,607.99,social,landing,slow_load,0,0.0
7321,2024-02-10,2024-02,mobile,2.61,1,1,0,mid,15,0,531.26,email,product_detail,forced_login,0,0.0
7322,2024-01-14,2024-01,desktop,2.38,20,1,1,mid,1,1,395.23,organic,order_confirmed,,1,395.23
7323,2024-03-07,2024-03,desktop,1.43,12,0,1,mid,19,0,547.75,email,landing,no_relevant_product,0,0.0
7324,2024-04-19,2024-04,desktop,3.32,7,0,1,mid,6,0,1090.83,paid,product_detail,price_comparison,0,0.0
7325,2024-05-20,2024-05,desktop,2.33,20,0,1,premium,7,1,1060.45,email,landing,no_relevant_product,0,0.0
7326,2024-01-06,2024-01,desktop,1.36,1,1,0,premium,7,0,3379.35,organic,landing,slow_load,0,0.0
7327,2024-04-24,2024-04,mobile,2.65,20,0,0,premium,7,0,412.24,social,product_detail,forced_login,0,0.0
7328,2024-03-11,2024-03,mobile,1.91,2,0,1,mid,6,0,2900.98,organic,browse,no_reviews,0,0.0
7329,2024-04-05,2024-04,mobile,0.89,22,0,0,mid,1,0,937.71,social,checkout,otp_friction,0,0.0
7330,2024-01-24,2024-01,mobile,0.87,4,0,1,mid,17,0,815.31,paid,product_detail,price_comparison,0,0.0
7331,2024-04-11,2024-04,mobile,3.55,0,0,1,mid,9,0,2084.84,social,landing,slow_load,0,0.0
7332,2024-02-10,2024-02,desktop,2.11,13,1,1,mid,4,0,838.49,organic,product_detail,price_comparison,0,0.0
7333,2024-01-28,2024-01,desktop,1.62,17,1,1,mid,12,0,1669.67,paid,product_detail,forced_login,0,0.0
7334,2024-04-20,2024-04,mobile,3.74,5,1,0,budget,15,1,308.34,paid,browse,poor_images,0,0.0
7335,2024-05-11,2024-05,desktop,3.49,22,1,1,budget,17,0,403.15,social,order_confirmed,,1,403.15
7336,2024-06-26,2024-06,desktop,2.26,14,0,1,mid,4,1,1241.8,paid,add_to_cart,no_guest_checkout,0,0.0
7337,2024-01-03,2024-01,mobile,2.15,6,0,1,budget,6,0,2185.77,organic,browse,poor_images,0,0.0
7338,2024-04-10,2024-04,mobile,3.29,2,0,1,mid,2,0,1278.68,organic,payment,,0,0.0
7339,2024-02-14,2024-02,desktop,3.36,9,0,0,premium,16,0,928.33,direct,landing,slow_load,0,0.0
7340,2024-06-14,2024-06,tablet,1.64,15,0,0,mid,16,0,456.01,email,browse,high_price,0,0.0
7341,2024-04-09,2024-04,mobile,2.1,5,0,0,budget,9,0,520.08,social,landing,unclear_nav,0,0.0
7342,2024-06-24,2024-06,desktop,1.74,7,0,1,mid,15,1,486.96,paid,product_detail,forced_login,0,0.0
7343,2024-01-07,2024-01,mobile,1.75,11,1,1,mid,4,0,829.91,social,landing,no_relevant_product,0,0.0
7344,2024-03-05,2024-03,tablet,1.33,10,0,0,budget,4,0,876.04,direct,landing,no_relevant_product,0,0.0
7345,2024-01-10,2024-01,mobile,0.98,12,0,0,budget,4,0,537.49,paid,landing,unclear_nav,0,0.0
7346,2024-01-09,2024-01,desktop,0.98,19,0,0,mid,13,0,222.15,organic,order_confirmed,,1,222.15
7347,2024-03-30,2024-03,mobile,2.56,20,1,1,budget,14,0,1458.0,paid,browse,high_price,0,0.0
7348,2024-04-24,2024-04,tablet,2.55,7,0,0,budget,3,0,483.14,paid,payment,,0,0.0
7349,2024-03-29,2024-03,mobile,3.44,2,0,1,mid,15,0,922.92,paid,browse,out_of_stock,0,0.0
7350,2024-01-23,2024-01,mobile,1.66,4,0,1,mid,19,0,4041.56,organic,browse,no_reviews,0,0.0
7351,2024-06-02,2024-06,mobile,4.1,21,1,0,premium,15,1,945.72,email,landing,slow_load,0,0.0
7352,2024-06-22,2024-06,mobile,4.37,12,1,0,budget,6,1,258.81,paid,add_to_cart,no_guest_checkout,0,0.0
7353,2024-06-02,2024-06,mobile,10.54,2,1,1,mid,10,0,1724.46,organic,landing,no_relevant_product,0,0.0
7354,2024-06-13,2024-06,tablet,2.6,15,0,1,budget,7,0,506.75,email,landing,slow_load,0,0.0
7355,2024-01-25,2024-01,mobile,1.59,10,0,1,mid,1,0,3095.54,social,browse,poor_images,0,0.0
7356,2024-01-29,2024-01,mobile,5.73,23,0,0,mid,12,1,325.61,email,add_to_cart,no_guest_checkout,0,0.0
7357,2024-05-04,2024-05,mobile,4.23,1,1,1,mid,9,0,620.8,email,payment,,0,0.0
7358,2024-03-17,2024-03,mobile,1.76,0,1,1,premium,14,1,323.43,organic,landing,no_relevant_product,0,0.0
7359,2024-04-29,2024-04,tablet,1.55,13,0,1,premium,13,0,1483.62,organic,landing,unclear_nav,0,0.0
7360,2024-06-14,2024-06,mobile,2.42,20,0,1,mid,7,0,528.88,social,browse,poor_images,0,0.0
7361,2024-03-14,2024-03,mobile,1.58,18,0,0,budget,15,0,865.0,email,landing,unclear_nav,0,0.0
7362,2024-02-11,2024-02,desktop,2.56,8,1,1,budget,10,0,881.56,paid,checkout,payment_error,0,0.0
7363,2024-04-01,2024-04,desktop,1.13,2,0,0,mid,12,0,279.09,paid,landing,slow_load,0,0.0
7364,2024-03-20,2024-03,desktop,4.86,4,0,1,premium,6,1,57.83,paid,landing,unclear_nav,0,0.0
7365,2024-05-15,2024-05,mobile,3.4,21,0,1,mid,19,0,797.27,social,add_to_cart,unexpected_cost,0,0.0
7366,2024-04-10,2024-04,tablet,1.62,17,0,1,premium,16,0,324.05,organic,landing,no_relevant_product,0,0.0
7367,2024-05-21,2024-05,mobile,3.31,13,0,1,budget,11,0,930.92,paid,landing,unclear_nav,0,0.0
7368,2024-04-22,2024-04,mobile,1.76,21,0,0,mid,2,0,1294.2,social,landing,no_relevant_product,0,0.0
7369,2024-03-07,2024-03,tablet,2.03,18,0,0,premium,10,0,1564.41,social,product_detail,price_comparison,0,0.0
7370,2024-06-12,2024-06,tablet,2.43,1,0,1,budget,18,0,689.35,paid,checkout,otp_friction,0,0.0
7371,2024-02-24,2024-02,mobile,1.39,4,1,0,premium,15,0,931.35,email,browse,poor_images,0,0.0
7372,2024-05-12,2024-05,mobile,2.69,0,1,0,budget,6,0,1360.85,direct,landing,no_relevant_product,0,0.0
7373,2024-04-08,2024-04,mobile,3.16,21,0,1,budget,6,0,1063.93,paid,product_detail,forced_login,0,0.0
7374,2024-03-03,2024-03,desktop,2.59,23,1,1,budget,19,1,361.12,email,browse,poor_images,0,0.0
7375,2024-03-22,2024-03,tablet,6.89,20,0,0,budget,16,1,325.16,paid,checkout,otp_friction,0,0.0
7376,2024-05-15,2024-05,desktop,2.89,5,0,0,budget,7,0,2283.29,organic,landing,no_relevant_product,0,0.0
7377,2024-06-19,2024-06,tablet,1.78,9,0,0,mid,18,0,1190.8,social,product_detail,price_comparison,0,0.0
7378,2024-01-04,2024-01,mobile,1.54,9,0,0,budget,4,0,284.84,organic,browse,out_of_stock,0,0.0
7379,2024-06-29,2024-06,mobile,1.8,12,1,1,mid,15,1,556.12,email,order_confirmed,,1,556.12
7380,2024-06-08,2024-06,mobile,9.12,15,1,1,budget,8,0,1186.52,paid,landing,unclear_nav,0,0.0
7381,2024-06-04,2024-06,desktop,2.98,4,0,1,budget,13,0,2396.44,organic,product_detail,price_comparison,0,0.0
7382,2024-05-24,2024-05,desktop,2.7,19,0,0,premium,19,0,1069.16,paid,product_detail,high_shipping,0,0.0
7383,2024-03-24,2024-03,mobile,3.39,14,1,1,mid,4,0,4996.37,paid,browse,no_reviews,0,0.0
7384,2024-04-25,2024-04,mobile,3.1,3,0,0,budget,5,0,931.26,organic,product_detail,high_shipping,0,0.0
7385,2024-06-22,2024-06,desktop,2.3,8,1,1,mid,19,1,715.87,direct,order_confirmed,,1,715.87
7386,2024-02-13,2024-02,mobile,2.36,3,0,1,mid,7,0,954.14,paid,landing,unclear_nav,0,0.0
7387,2024-01-09,2024-01,mobile,2.1,3,0,1,premium,17,0,242.92,social,add_to_cart,unexpected_cost,0,0.0
7388,2024-02-08,2024-02,mobile,1.26,23,0,1,budget,3,0,581.67,organic,landing,no_relevant_product,0,0.0
7389,2024-01-07,2024-01,mobile,2.08,4,1,0,budget,17,0,335.68,direct,browse,poor_images,0,0.0
7390,2024-05-22,2024-05,mobile,1.6,3,0,1,budget,6,1,680.45,organic,product_detail,price_comparison,0,0.0
7391,2024-06-08,2024-06,mobile,4.65,5,1,0,premium,6,0,1569.47,organic,landing,unclear_nav,0,0.0
7392,2024-03-06,2024-03,mobile,4.73,18,0,1,mid,11,0,1124.69,email,checkout,otp_friction,0,0.0
